icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
e49a5a,1753540053,,1753541279,SBGL,PSUPT   ,,,2812,90,0,5
e49957,1753537830,,1753541094,SBGL,GLO1981 ,,,3276,60,0,5
e49405,1753536651,SBFL,1753540466,SBGL,GLO2023 ,6335.0,589.0,3292,67,1,5
e495cd,1753537447,,1753540188,SBGL,GLO1639 ,,,3763,82,0,5
e493d1,1753518331,,1753539565,SBGL,AZU5024 ,,,3702,90,0,5
e49e2c,1753534032,SBSP,1753539270,SBGL,PSNVZ   ,175.0,85.0,3851,128,1,5
e48c30,1753536828,SBSP,1753538925,SBGL,GLO1014 ,967.0,47.0,8628,768,1,5
e48043,1753536644,SBGR,1753538476,SBGL,TAM3698 ,5484.0,363.0,3371,60,0,5
e80043,1753529641,,1753538157,SBGL,SKU620  ,,,3941,105,0,5
e495fb,1753534662,SBKP,1753537015,SBGL,GLO1971 ,2820.0,100.0,3936,98,0,5
e49ca9,1753533301,,1753536760,SBGL,GLO9075 ,,,3258,52,0,5
e80624,1753502898,,1753536356,SBGL,JAT801  ,,,3768,82,0,5
e4950e,1753530332,SBBR,1753535309,SBGL,GLO2074 ,2436.0,107.0,3315,60,1,5
e49fb5,1753531430,,1753535128,SBGL,AZU2885 ,,,3478,75,0,5
a11d47,1753501888,KATL,1753534950,SBGL,DAL61   ,922.0,68.0,4415,121,1,5
e4999d,1753530102,SBBR,1753534797,SBGL,TAM3728 ,1404.0,23.0,3725,90,1,5
e0b2c4,1753526548,SABE,1753534614,SBGL,ARG1262 ,978.0,9.0,3358,60,0,5
e4943f,1753533741,,1753534415,SBGL,GLO9253 ,,,4354,113,0,5
e49baf,1753532131,SBGR,1753534121,SBGL,GLO1922 ,6609.0,378.0,3322,60,0,5
e49bfe,1753531087,SBGR,1753533195,SBGL,TAM3342 ,6841.0,462.0,3733,90,0,5
e8041b,1753495202,,1753533021,SBGL,LAN776  ,,,3782,90,0,5
e49220,1753529730,SBVT,1753532867,SBGL,TAM3665 ,834.0,56.0,3442,60,0,5
e8062b,1753524762,,1753532517,SBGL,JAT762  ,,,3294,60,0,5
e48db0,1753529111,SBSP,1753531077,SBGL,GLO1008 ,1222.0,13.0,8788,715,1,5
e072d3,1753522178,SABE,1753530376,SBGL,ARG1260 ,359.0,58.0,3789,90,0,5
e0b059,1753521933,SAEZ,1753530056,SBGL,FBZ5900 ,1091.0,5.0,4302,121,2,5
e47e7c,1753524695,SBBR,1753529502,SBGL,GLO1702 ,3302.0,267.0,8615,776,1,5
aa6914,1753501544,KMIA,1753529499,SBGL,AAL905  ,2582.0,111.0,4296,128,1,5
e4966d,1753526168,,1753529243,SBGL,AZU4209 ,,,4172,113,0,5
e48c04,1753526232,SBSP,1753528256,SBGL,GLO1006 ,1046.0,13.0,8708,722,1,5
e48987,1753523411,,1753527920,SBGL,GLO1979 ,,,4215,113,0,5
e49c04,1753525535,SBGR,1753527594,SBGL,TAM3340 ,10394.0,652.0,4373,128,0,5
e48fc2,1753518822,SAEZ,1753527017,SBGL,TAM8023 ,411.0,50.0,5833,197,2,5
e49526,1753524311,SBSP,1753526592,SBGL,GLO1660 ,563.0,62.0,3379,75,1,5
0c218a,1753506360,,1753526307,SBGL,CMP216  ,,,3670,82,0,5
e4950d,1753523372,,1753525190,SBGL,GLO2044 ,,,3370,75,0,5
e4919e,1753523070,SBSP,1753525152,SBGL,GLO1050 ,1853.0,97.0,8617,783,1,5
e49957,1753520223,,1753524895,SBGL,GLO1781 ,,,3340,75,0,5
e49528,1753521333,,1753524536,SBGL,GLO2017 ,,,4157,113,0,5
e495cc,1753519330,,1753524329,SBGL,GLO2025 ,,,4496,136,0,5
e48e94,1753520276,,1753524158,SBGL,GLO1405 ,,,4316,128,0,5
e4952f,1753519054,,1753523981,SBGL,GLO1775 ,,,3793,98,0,5
e49405,1753513544,,1753523814,SBGL,GLO2013 ,,,3740,98,0,5
e495fb,1753492152,SBBR,1753523639,SBGL,GLO2007 ,2400.0,107.0,4467,136,1,5
e4919f,1753522813,,1753523485,SBGL,GLO2089 ,,,4460,128,0,5
e495cd,1753519825,SSKT,1753523319,SBGL,GL2029  ,6868.0,999.0,4316,128,1,5
e495f8,1753521773,SBGL,1753523247,SBGL,PSDFJ   ,1899.0,143.0,6306,235,1,5
e48e46,1753519298,,1753523037,SBGL,TAM3428 ,,,3156,67,0,5
e08594,1753514310,SABE,1753522827,SBGL,JES3812 ,463.0,51.0,3722,98,0,5
e49eef,1753521633,,1753522604,SBGL,GLO2033 ,,,3380,75,0,5
e47ffe,1753517766,,1753522439,SBGL,TAM3673 ,,,3680,98,0,5
e497e7,1753517853,,1753522274,SBGL,GLO2005 ,,,3349,75,0,5
4952ad,1753488399,LPPT,1753522073,SBGL,TAP075  ,5148.0,457.0,3363,82,2,5
e49593,1753519451,SBSP,1753521915,SBGL,FAB3702 ,782.0,9.0,3388,82,1,5
e49dde,1753510254,SBFZ,1753521509,SBGL,TAM3887 ,837.0,5.0,4403,143,1,5
e48014,1753516624,,1753521348,SBGL,TAM3583 ,,,3374,82,0,5
0ac9e1,1753501357,SKBO,1753521118,SBGL,AVA261  ,795.0,117.0,4202,128,1,5
e48c05,1753518274,,1753520960,SBGL,GLO2069 ,,,3399,82,0,5
e49eec,1753512831,SAEZ,1753520727,SBGL,GLO9461 ,1065.0,43.0,4370,136,2,5
e49eca,1753515914,,1753520457,SBGL,AZU4032 ,,,3367,82,0,5
e80252,1753507815,,1753519282,SBGL,LPE2404 ,,,3386,82,0,5
e49406,1753510997,,1753519048,SBGL,GLO7613 ,,,4195,128,0,5
4007f9,1753479461,EGLL,1753518800,SBGL,BAW249  ,1701.0,73.0,4440,143,3,5
e48394,1753507305,SBFZ,1753518569,SBGL,GLO9107 ,723.0,2.0,4173,121,1,5
4caeb3,1753476273,LIRF,1753518359,SBGL,ITY672  ,1928.0,194.0,3729,105,0,5
3c4a01,1753478013,EDDF,1753517963,SBGL,DLH500  ,4746.0,33.0,3657,98,1,5
e49ca9,1753512601,,1753516967,SBGL,GLO2085 ,,,3727,105,0,5
e48045,1753511370,,1753515629,SBGL,TAM3752 ,,,3358,82,0,5
e4943f,1753496119,SBFZ,1753507573,SBGL,GLO1912 ,907.0,9.0,4179,121,1,5
e0658d,1753497810,SABE,1753506141,SBGL,ARG1270 ,542.0,35.0,3690,90,0,5
e49c03,1753503821,SBGR,1753505878,SBGL,TAM4682 ,8065.0,439.0,3215,75,0,5
e4952a,1753502335,,1753505667,SBGL,GLO9351 ,,,4199,128,0,5
89617d,1753496092,SAEZ,1753504079,SBGL,UAE248  ,546.0,12.0,4173,128,2,5
e47f51,1753500408,,1753503739,SBGL,GLO2041 ,,,3662,90,0,5
e4926f,1753502280,SDVL,1753502906,SBGL,GLO2053 ,12609.0,1995.0,3710,98,0,5
e48987,1753498654,,1753501493,SBGL,GLO9257 ,,,3334,75,0,5
e80487,1753492590,,1753500735,SBGL,LAN780  ,,,3376,82,0,5
0aca5d,1753480746,SKBO,1753500341,SBGL,AVA197  ,1385.0,65.0,3813,98,0,5
e4966d,1753496235,,1753499845,SBGL,AZU2891 ,,,3729,98,0,5
e49fb5,1753496086,,1753498978,SBGL,AZU2785 ,,,2794,44,0,5
06a1ca,1753462776,LESL,1753498110,SBGL,QQE325  ,12769.0,1890.0,4640,151,1,5
a0ce03,1753460853,KFLL,1753497809,SBGL,N151BD  ,1861.0,195.0,4372,128,2,5
0c2189,1753421584,,1753497619,SBGL,CMP873  ,,,3320,67,0,5
e49220,1753495658,,1753496478,SBGL,TAM4680 ,,,3722,90,0,5
e48175,1753484164,SBFZ,1753495198,SBGL,GLO1975 ,1599.0,58.0,4625,143,1,5
e492a5,1753492833,SBKP,1753495016,SBGL,AZU4037 ,4294.0,534.0,3350,82,0,5
3965a9,1753493951,,1753494809,SBGL,AFR442  ,,,4179,121,0,5
e49c59,1753490093,SBVT,1753493564,SBGL,TAM3689 ,777.0,33.0,3350,82,0,5
e48045,1753484967,,1753493359,SBGL,TAM8107 ,,,3368,75,0,5
4952a5,1753492293,,1753493157,SBGL,TAP077  ,,,3355,82,0,5
e4988e,1753492103,,1753492979,SBGL,GLO2095 ,,,3366,82,0,5
e49eef,1753488125,SBBR,1753492799,SBGL,GLO1754 ,2653.0,183.0,3786,98,1,5
e48fc2,1753490500,,1753492557,SBGL,TAM3603 ,,,4375,128,0,5
e48f02,1753487241,SBVT,1753492399,SBGL,GLO2049 ,1053.0,33.0,3839,105,0,5
e490f0,1753487336,SBBR,1753492135,SBGL,TAM3780 ,1221.0,52.0,3447,82,1,5
e064cb,1753489928,,1753491972,SBGL,ARG1268 ,,,3664,98,0,5
e49590,1753486825,,1753491794,SBGL,AZU2990 ,,,3343,82,0,5
e48db0,1753489755,SBSP,1753491744,SBGL,GLO1048 ,1189.0,39.0,9026,692,1,5
e48fb5,1753487991,SBVT,1753491596,SBGL,GLO1924 ,1159.0,26.0,4456,136,0,5
e49eec,1753489575,,1753491443,SBGL,GLO1925 ,,,3388,82,0,5
e4a127,1753488430,,1753491140,SBGL,PSPIN   ,,,9200,738,0,5
e49e2c,1753489428,SBRJ,1753490938,SBGL,PSNVZ   ,5168.0,880.0,3704,98,0,5
e49890,1753487420,,1753490219,SBGL,GLO1945 ,,,3739,105,0,5
e49dde,1753487807,SBGR,1753490005,SBGL,TAM3368 ,14077.0,949.0,4334,143,0,5
e48502,1753484839,,1753489786,SBGL,GLO2077 ,,,5886,220,0,5
e49889,1753462672,SBGL,1753489588,SBGL,GLO9229 ,2694.0,39.0,3640,98,1,5
e4926f,1753487124,,1753489421,SBGL,GLO2019 ,,,4178,128,0,5
e49ef0,1753485791,,1753489214,SBGL,GLO1964 ,,,3365,90,0,5
e497e5,1753485124,SBFL,1753488927,SBGL,GLO2071 ,12547.0,1595.0,4192,128,0,5
e47fa8,1753485141,,1753488594,SBGL,GLO2015 ,,,4381,136,0,5
e8032b,1753479893,,1753488415,SBGL,SKU624  ,,,3686,105,0,5
e48c05,1753487087,,1753487845,SBGL,GLO2059 ,,,4576,143,0,5
e4851a,1753483155,SBSP,1753487682,SBGL,TAM3932 ,951.0,9.0,3370,82,1,5
e4956f,1753484219,SBVT,1753487427,SBGL,GLO1731 ,1449.0,4.0,4006,113,0,5
e48c30,1753485193,SBSP,1753487327,SBGL,GLO1046 ,870.0,62.0,8582,791,1,5
e80458,1753478790,,1753487206,SBGL,LAN772  ,,,4677,143,0,5
e48e88,1753485032,SBSP,1753487127,SBGL,AZU4915 ,407.0,78.0,6729,463,1,5
e48f04,1753484341,,1753486672,SBGL,GLO9851 ,,,5370,181,0,5
e49e2c,1753483372,SBSP,1753486670,SBGL,PSNVZ   ,331.0,55.0,5215,303,1,5
e49406,1753477423,SAEZ,1753486286,SBGL,GLO9449 ,1328.0,40.0,4544,143,2,5
e49266,1753484013,SBSP,1753486121,SBGL,GLO1044 ,725.0,62.0,6403,547,1,5
e48e94,1753481314,,1753485903,SBGL,GLO2091 ,,,4824,159,0,5
e4943e,1753480302,,1753485274,SBGL,GLO1845 ,,,4059,151,0,5
e0b198,1753476068,SAEZ,1753485048,SBGL,JES3810 ,644.0,25.0,3646,136,2,5
e4827c,1753482746,SBSP,1753484994,SBGL,TAM4532 ,796.0,32.0,5768,334,1,5
e49ca9,1753479480,SBBR,1753484898,SBGL,GLO1976 ,2726.0,206.0,3729,136,1,5
e49640,1753482304,SBKP,1753484775,SBGL,AZU2917 ,378.0,51.0,6622,479,0,5
e48dfe,1753482280,SBSP,1753484551,SBGL,PPSCN   ,245.0,70.0,5883,341,1,5
48436a,1753443213,EHAM,1753484472,SBGL,KLM705  ,4675.0,27.0,3376,128,0,5
e48c4d,1753566645,,1753570722,SBBR,TAM3809 ,,,2509,44,0,2
e49763,1753558484,,1753570518,SBBR,TAM3128 ,,,2515,44,0,2
e49ca9,1753541989,SBGL,1753570451,SBBR,GLO9076 ,2182.0,61.0,1201,37,1,2
e490ed,1753565628,SBSP,1753570360,SBBR,TAM3012 ,816.0,1.0,2692,44,1,2
e49889,1753552980,SBGL,1753570265,SBBR,GLO2000 ,2357.0,46.0,2489,44,1,2
e4808c,1753550650,SBGR,1753570174,SBBR,TAM3761 ,12012.0,911.0,1001,52,0,2
e48ffb,1753561351,SBFZ,1753570025,SBBR,TAM3743 ,864.0,28.0,1264,52,1,2
e49526,1753551857,SBGL,1753569915,SBBR,GLO2056 ,2306.0,39.0,2735,29,1,2
e491c3,1753565805,,1753569848,SBBR,GLO2103 ,,,1416,29,0,2
e48502,1753564834,SBGL,1753569712,SBBR,GLO2075 ,2675.0,39.0,2900,21,1,2
